date_time,ms,thermocouple_index,thermocouple_temp
2015-07-29 21:25:43,711,5.15088200569,1,417.326800
2015-07-29 21:25:43,743,5.18265199661,1,417.021000
2015-07-29 21:25:43,775,5.214812994,1,416.794600
2015-07-29 21:25:43,839,5.2789170742,1,416.416600
2015-07-29 21:25:43,871,5.31083703041,1,416.190000
2015-07-29 21:25:43,903,5.34265899658,1,415.963600
2015-07-29 21:25:43,967,5.40664601326,1,415.661000
2015-07-29 21:25:43,999,5.43869113922,1,415.434600
2015-07-29 21:25:44,062,5.50257301331,1,415.057000
2015-07-29 21:25:44,126,5.56660103798,1,414.679000
2015-07-29 21:25:44,191,5.63063716888,1,414.301600
2015-07-29 21:25:44,222,5.66258621216,1,413.999000
2015-07-29 21:25:44,254,5.69460821152,1,413.772600
2015-07-29 21:25:44,287,5.72684311867,1,413.546000
2015-07-29 21:25:44,318,5.75859999657,1,413.319000
2015-07-29 21:25:44,351,5.7908680439,1,413.092600
2015-07-29 21:25:44,414,5.85455703735,1,412.715000
2015-07-29 21:25:44,479,5.91863322258,1,412.337000
2015-07-29 21:25:44,511,5.95079708099,1,412.110600
2015-07-29 21:25:44,542,5.98254418373,1,411.808000
2015-07-29 21:25:44,575,6.014783144,1,411.581600
2015-07-29 21:25:44,607,6.04664802551,1,411.355000
2015-07-29 21:25:44,639,6.07873010635,1,411.128000
2015-07-29 21:25:44,670,6.11061906815,1,410.901600
2015-07-29 21:25:44,702,6.14260411263,1,410.691000
2015-07-29 21:25:44,735,6.17453217506,1,410.464600
2015-07-29 21:25:44,767,6.20669221878,1,410.237600
2015-07-29 21:25:44,830,6.27050018311,1,409.860000
2015-07-29 21:25:44,863,6.30278706551,1,409.633600
2015-07-29 21:25:44,894,6.33454608917,1,409.406600
2015-07-29 21:25:44,927,6.36675620079,1,409.180000
2015-07-29 21:25:44,991,6.43065714836,1,408.818000
2015-07-29 21:25:45,023,6.46281814575,1,408.591600
2015-07-29 21:25:45,055,6.49470615387,1,408.365000
2015-07-29 21:25:45,087,6.52678918839,1,408.138600
2015-07-29 21:25:45,119,6.55865621567,1,407.911600
2015-07-29 21:25:45,151,6.59096217155,1,407.685000
2015-07-29 21:25:45,182,6.62259602547,1,407.458400
2015-07-29 21:25:45,246,6.68658304214,1,407.140000
2015-07-29 21:25:45,279,6.71872901917,1,406.913600
2015-07-29 21:25:45,343,6.7827231884,1,406.460000
2015-07-29 21:25:45,406,6.84655809402,1,406.082600
2015-07-29 21:25:45,439,6.87883520126,1,405.856000
2015-07-29 21:25:45,471,6.91064214706,1,405.553600
2015-07-29 21:25:45,535,6.97499322891,1,405.176000
2015-07-29 21:25:45,599,7.03873109818,1,404.798000
2015-07-29 21:25:45,663,7.1027340889,1,404.420600
2015-07-29 21:25:45,727,7.1667342186,1,404.042600
2015-07-29 21:25:45,790,7.23057317734,1,403.665000
2015-07-29 21:25:45,823,7.26277422905,1,403.438000
2015-07-29 21:25:45,854,7.29454708099,1,403.136000
2015-07-29 21:25:45,886,7.326567173,1,402.909600
2015-07-29 21:25:45,918,7.35856318474,1,402.682600
2015-07-29 21:25:45,950,7.39052200317,1,402.380600
2015-07-29 21:25:45,982,7.42253899574,1,402.154000
2015-07-29 21:25:46,014,7.45454311371,1,401.925200
2015-07-29 21:25:46,046,7.48657608032,1,401.692800
2015-07-29 21:25:46,078,7.51858711243,1,401.460600
2015-07-29 21:25:46,110,7.55064606667,1,401.228200
2015-07-29 21:25:46,143,7.58269715309,1,400.918000
2015-07-29 21:25:46,175,7.61466622353,1,400.591800
2015-07-29 21:25:46,207,7.64667510986,1,400.281600
2015-07-29 21:25:46,238,7.67849516869,1,400.049200
2015-07-29 21:25:46,270,7.71052122116,1,399.746000
2015-07-29 21:25:46,303,7.74300312996,1,399.443600
2015-07-29 21:25:46,334,7.77457118034,1,399.217000
2015-07-29 21:25:46,399,7.83873414993,1,398.839000
2015-07-29 21:25:46,431,7.87069010735,1,398.612600
2015-07-29 21:25:46,462,7.90262317657,1,398.386000
2015-07-29 21:25:46,494,7.93463611603,0,321.098000
2015-07-29 21:25:46,495,7.93498802185,1,398.159600
2015-07-29 21:25:46,526,7.96655607224,1,397.932600
2015-07-29 21:25:46,559,7.99867200851,1,397.630600
2015-07-29 21:25:46,590,8.03056001663,1,397.404000
2015-07-29 21:25:46,622,8.06255722046,1,397.177000
2015-07-29 21:25:46,687,8.12682199478,1,396.862600
2015-07-29 21:25:46,719,8.15867519379,1,396.636200
2015-07-29 21:25:46,750,8.1905901432,1,396.409200
2015-07-29 21:25:46,783,8.22273302078,1,396.182800
2015-07-29 21:25:46,847,8.28678107262,1,395.804800
2015-07-29 21:25:46,879,8.31868600845,1,395.578200
2015-07-29 21:25:46,910,8.35056710243,1,395.336200
2015-07-29 21:25:46,943,8.38293600082,1,395.109600
2015-07-29 21:25:46,974,8.41455602646,1,394.882600
2015-07-29 21:25:47,007,8.44667720795,1,394.656200
2015-07-29 21:25:47,038,8.47848200798,1,394.429600
2015-07-29 21:25:47,071,8.5107831955,1,394.202600
2015-07-29 21:25:47,135,8.57466220856,1,393.761600
2015-07-29 21:25:47,199,8.63862800598,1,393.459000
2015-07-29 21:25:47,262,8.70256519318,1,393.157000
2015-07-29 21:25:47,326,8.76657915115,1,392.855000
2015-07-29 21:25:47,390,8.83059310913,1,392.568600
2015-07-29 21:25:47,423,8.86266517639,1,392.342000
2015-07-29 21:25:47,487,8.92673611641,1,392.115600
2015-07-29 21:25:47,550,8.99064612389,1,391.813000
2015-07-29 21:25:47,614,9.05454421043,1,391.570600
2015-07-29 21:25:47,678,9.11856913567,1,391.192600
2015-07-29 21:25:47,742,9.18251299858,1,390.890600
2015-07-29 21:25:47,774,9.21450018883,1,390.664000
2015-07-29 21:25:47,807,9.24680399895,1,390.437000
2015-07-29 21:25:47,871,9.31075906754,1,390.091600
2015-07-29 21:25:47,934,9.37461304665,1,389.789600
2015-07-29 21:25:48,030,9.47055411339,1,389.562600
2015-07-29 21:25:48,127,9.56676411629,1,389.304000
2015-07-29 21:25:48,190,9.63050818443,1,389.077600
2015-07-29 21:25:48,286,9.72647619247,1,388.850600
2015-07-29 21:25:48,703,10.1426720619,1,388.596600
2015-07-29 21:25:50,462,11.9026081562,1,388.802400
2015-07-29 21:25:50,879,12.3187792301,1,389.050000
2015-07-29 21:25:51,262,12.7025551796,1,389.260600
2015-07-29 21:25:51,743,13.1827220917,1,389.505800
2015-07-29 21:25:51,774,13.2143721581,0,321.359200
2015-07-29 21:25:52,255,13.6946060658,0,321.098000
2015-07-29 21:25:52,510,13.9505610466,1,389.714000
2015-07-29 21:25:52,894,14.3345761299,0,321.327800
2015-07-29 21:25:52,895,14.3351330757,1,389.927800
2015-07-29 21:25:53,054,14.4944961071,0,321.098000
2015-07-29 21:25:53,310,14.7502760887,1,390.198600
2015-07-29 21:25:53,630,15.0703940392,1,390.425200
2015-07-29 21:25:54,046,15.4862630367,1,390.664000
2015-07-29 21:25:54,398,15.8384690285,1,390.878600
2015-07-29 21:25:54,687,16.1266510487,1,391.092200
2015-07-29 21:25:55,966,17.4064910412,1,391.332200
2015-07-29 21:25:56,734,18.1745090485,1,391.589800
2015-07-29 21:25:57,214,18.6544840336,1,391.847600
2015-07-29 21:25:58,526,19.9662601948,1,392.056000
2015-07-29 21:25:58,750,20.1902441978,0,320.887000
2015-07-29 21:25:59,742,21.1824400425,0,321.100800
2015-07-29 21:25:59,743,21.1832201481,1,392.269800
2015-07-29 21:26:00,254,21.6942110062,0,320.887000
2015-07-29 21:26:00,446,21.8863332272,1,392.509000
2015-07-29 21:26:01,214,22.654279232,1,392.722800
2015-07-29 21:26:02,814,24.2541081905,1,392.949800
2015-07-29 21:26:03,390,24.8303070068,1,393.160800
2015-07-29 21:26:03,838,25.2781870365,0,320.660600
2015-07-29 21:26:03,934,25.3741841316,1,393.387200
2015-07-29 21:26:04,382,25.8220200539,1,393.629800
2015-07-29 21:26:06,014,27.4541320801,1,393.872200
2015-07-29 21:26:06,718,28.1579511166,0,320.452800
2015-07-29 21:26:06,878,28.3179211617,1,394.082800
2015-07-29 21:26:09,054,30.49391222,0,320.223000
2015-07-29 21:26:09,630,31.0699732304,1,394.312000
2015-07-29 21:26:09,790,31.230006218,1,394.067200
2015-07-29 21:26:10,878,32.3179662228,1,394.340600
2015-07-29 21:26:11,870,33.3100681305,0,319.938200
2015-07-29 21:26:12,446,33.8856761456,1,394.567800
2015-07-29 21:26:14,302,35.7418451309,0,319.732400
2015-07-29 21:26:16,574,38.0137531757,0,319.526200
2015-07-29 21:26:16,798,38.2376921177,1,394.841000
2015-07-29 21:26:17,950,39.3897612095,1,395.083200
2015-07-29 21:26:18,654,40.0937821865,1,395.325800
2015-07-29 21:26:19,005,40.445551157,0,319.307800
2015-07-29 21:26:19,229,40.6695680618,1,395.549600
2015-07-29 21:26:20,478,41.9175870419,1,395.776200
2015-07-29 21:26:20,669,42.1094751358,0,319.041200
2015-07-29 21:26:21,886,43.3257331848,0,318.817000
2015-07-29 21:26:24,733,46.1736080647,0,318.568000
2015-07-29 21:26:25,533,46.9733262062,1,396.050000
2015-07-29 21:26:26,013,47.4533622265,1,396.276600
2015-07-29 21:26:26,429,47.8693671227,1,396.487400
2015-07-29 21:26:27,005,48.4455180168,0,318.316600
2015-07-29 21:26:28,861,50.3013532162,1,396.698800
2015-07-29 21:26:29,085,50.5254180431,0,318.052000
2015-07-29 21:26:29,597,51.0373401642,0,318.263000
2015-07-29 21:26:30,237,51.6772391796,0,317.993600
2015-07-29 21:26:30,845,52.2851672173,1,396.972200
2015-07-29 21:26:32,285,53.7253530025,0,317.767000
2015-07-29 21:26:32,477,53.9174251556,0,317.980600
2015-07-29 21:26:32,478,53.9179852009,1,397.183000
2015-07-29 21:26:33,085,54.5252661705,0,317.754000
2015-07-29 21:26:35,389,56.8291370869,1,396.941000
2015-07-29 21:26:35,453,56.893089056,0,317.511800
2015-07-29 21:26:36,989,58.4293560982,0,317.297800
2015-07-29 21:26:37,501,58.9410181046,1,397.167400
2015-07-29 21:26:38,813,60.2530920506,1,397.425200
2015-07-29 21:26:39,357,60.7970631123,0,317.087000
2015-07-29 21:26:39,421,60.8610520363,1,397.196200
2015-07-29 21:26:39,901,61.3409171104,1,397.396600
2015-07-29 21:26:41,085,62.5248260498,1,397.652200
2015-07-29 21:26:41,437,62.8770010471,0,316.878800
2015-07-29 21:26:41,981,63.4209401608,1,397.909800
2015-07-29 21:26:43,517,64.956772089,1,398.167600
2015-07-29 21:26:43,677,65.1166820526,0,316.617800
2015-07-29 21:26:43,741,65.1807551384,1,397.935800
2015-07-29 21:26:43,997,65.4368932247,1,398.209400
2015-07-29 21:26:45,149,66.588750124,1,398.423200
2015-07-29 21:26:45,661,67.1008331776,1,398.209400
2015-07-29 21:26:45,789,67.2288341522,0,316.362800
2015-07-29 21:26:46,557,67.9968380928,1,398.423200
2015-07-29 21:26:47,101,68.5406601429,1,398.665400
2015-07-29 21:26:47,997,69.4367320538,1,398.876200
2015-07-29 21:26:48,605,70.0449261665,0,316.092000
2015-07-29 21:26:48,925,70.364773035,1,398.665400
2015-07-29 21:26:49,468,70.9085350037,1,398.891800
2015-07-29 21:26:50,396,71.8365931511,1,399.118800
2015-07-29 21:26:51,484,72.9245421886,1,399.329800
2015-07-29 21:26:51,741,73.1807301044,0,315.825000
2015-07-29 21:26:52,605,74.0446810722,1,399.574600
2015-07-29 21:26:53,725,75.1647582054,0,315.616800
2015-07-29 21:26:53,916,75.3566009998,1,399.827600
2015-07-29 21:26:55,484,76.92436409,1,400.042200
2015-07-29 21:26:56,220,77.6604161263,0,315.352600
2015-07-29 21:26:56,348,77.788585186,0,315.561000
2015-07-29 21:26:56,700,78.140417099,1,400.242200
2015-07-29 21:26:57,244,78.6842751503,0,315.352600
2015-07-29 21:26:57,916,79.3565480709,1,400.458600
2015-07-29 21:26:58,684,80.1244251728,1,400.694200
2015-07-29 21:26:58,940,80.3805851936,0,315.116000
2015-07-29 21:26:59,164,80.6045842171,0,315.326800
2015-07-29 21:26:59,644,81.084482193,0,315.116000
2015-07-29 21:27:01,340,82.7803652287,0,314.910200
2015-07-29 21:27:02,300,83.7403600216,1,400.894400
2015-07-29 21:27:03,100,84.5401730537,1,401.126800
2015-07-29 21:27:03,420,84.8603432178,0,314.704400
2015-07-29 21:27:03,548,84.9883470535,0,314.958600
2015-07-29 21:27:04,156,85.596280098,0,314.692000
2015-07-29 21:27:04,252,85.6922271252,1,401.391000
2015-07-29 21:27:05,884,87.3241691589,1,401.637200
2015-07-29 21:27:06,588,88.0280082226,0,314.485600
2015-07-29 21:27:06,684,88.1241810322,1,401.856200
2015-07-29 21:27:08,508,89.9482440948,0,314.262000
2015-07-29 21:27:11,388,92.8280072212,0,314.013200
2015-07-29 21:27:13,052,94.492016077,1,402.086400
2015-07-29 21:27:13,276,94.7158310413,0,313.784400
2015-07-29 21:27:13,532,94.9718220234,0,314.028400
2015-07-29 21:27:13,948,95.3879201412,1,402.315800
2015-07-29 21:27:14,204,95.6440582275,0,313.787200
2015-07-29 21:27:14,428,95.8678371906,1,402.099200
2015-07-29 21:27:15,452,96.8917891979,1,402.360200
2015-07-29 21:27:16,572,98.0120000839,0,313.544200
2015-07-29 21:27:16,668,98.108066082,0,313.773600
2015-07-29 21:27:17,276,98.7158651352,0,313.528600
2015-07-29 21:27:17,596,99.0358920097,0,313.729200
2015-07-29 21:27:17,852,99.2916800976,1,402.571000
2015-07-29 21:27:18,428,99.8677871227,0,313.484600
2015-07-29 21:27:21,372,102.811898232,1,402.797600
2015-07-29 21:27:21,723,103.163514137,0,313.213800
2015-07-29 21:27:24,123,105.563593149,0,312.969000
2015-07-29 21:27:24,636,106.075640202,0,313.185200
2015-07-29 21:27:24,636,106.07626009,1,403.040200
2015-07-29 21:27:25,243,106.683469057,0,312.924200
2015-07-29 21:27:25,820,107.259771109,1,403.251000
2015-07-29 21:27:28,667,110.107578039,1,403.508600
2015-07-29 21:27:29,308,110.747704029,0,312.700400
2015-07-29 21:27:29,660,111.099744081,1,403.295400
2015-07-29 21:27:32,219,113.659239054,1,403.508600
2015-07-29 21:27:32,475,113.915374994,0,312.473800
2015-07-29 21:27:34,747,116.187355995,1,403.295400
2015-07-29 21:27:36,027,117.467070103,0,312.231200
2015-07-29 21:27:37,243,118.683338165,1,403.024600
2015-07-29 21:27:37,723,119.163124084,1,403.266600
2015-07-29 21:27:38,875,120.315177202,0,312.004800
2015-07-29 21:27:38,971,120.411074162,1,403.493200
2015-07-29 21:27:39,803,121.243304014,1,403.750800
2015-07-29 21:27:40,219,121.659227133,0,312.205400
2015-07-29 21:27:40,411,121.85117507,0,311.991800
2015-07-29 21:27:40,635,122.075288057,1,403.962200
2015-07-29 21:27:43,291,124.731084108,0,311.749600
2015-07-29 21:27:47,227,128.66694212,0,311.538200
2015-07-29 21:27:47,323,128.763132095,1,404.188800
2015-07-29 21:27:50,139,131.579023123,1,404.430800
2015-07-29 21:27:50,811,132.250975132,0,311.265000
2015-07-29 21:27:51,067,132.506978035,0,311.478400
2015-07-29 21:27:51,579,133.019009113,0,311.249400
2015-07-29 21:27:51,771,133.210793018,0,311.449800
2015-07-29 21:27:52,443,133.882649183,0,311.236200
2015-07-29 21:27:54,202,135.642626047,1,404.673600
2015-07-29 21:27:57,307,138.74665904,1,404.931400
2015-07-29 21:27:57,370,138.810511112,0,311.007200
2015-07-29 21:27:57,467,138.906688213,1,404.715200
2015-07-29 21:27:57,754,139.194472075,1,404.959800
2015-07-29 21:27:58,938,140.378616095,1,405.189000
2015-07-29 21:28:00,282,141.72235918,1,404.928600
2015-07-29 21:28:02,458,143.898387194,0,310.767200
2015-07-29 21:28:03,322,144.762476206,1,405.142200
2015-07-29 21:28:06,074,147.514151096,1,405.368800
2015-07-29 21:28:06,490,147.930526018,1,405.627000
2015-07-29 21:28:06,779,148.21860218,0,310.509400
2015-07-29 21:28:07,002,148.4422822,0,310.738600
2015-07-29 21:28:07,354,148.794302225,1,405.897800
2015-07-29 21:28:07,994,149.434589148,0,310.496200
2015-07-29 21:28:08,154,149.594214201,1,406.139800
2015-07-29 21:28:08,634,150.074173212,0,310.725400
2015-07-29 21:28:09,114,150.554165125,0,310.496200
2015-07-29 21:28:09,754,151.194313049,1,406.366800
2015-07-29 21:28:11,322,152.762231112,1,406.640000
2015-07-29 21:28:12,506,153.946154118,1,406.851000
2015-07-29 21:28:13,914,155.35415411,0,310.285600
2015-07-29 21:28:14,138,155.578105211,1,407.106800
2015-07-29 21:28:15,290,156.730013132,1,407.333200
2015-07-29 21:28:15,706,157.146079063,1,407.606600
2015-07-29 21:28:16,986,158.42592001,1,407.862200
2015-07-29 21:28:18,458,159.898014069,1,408.088800
2015-07-29 21:28:18,746,160.186151028,0,310.074200
2015-07-29 21:28:19,802,161.24220109,1,408.315200
2015-07-29 21:28:21,754,163.193906069,1,408.573400
2015-07-29 21:28:23,194,164.63373208,0,309.851400
2015-07-29 21:28:23,546,164.985750198,3,863.136800
2015-07-29 21:28:23,802,165.241917133,0,310.092200
2015-07-29 21:28:23,802,165.242629051,1,408.862400
2015-07-29 21:28:23,803,165.242983103,3,863.357400
2015-07-29 21:28:24,026,165.465740204,0,309.881800
2015-07-29 21:28:25,690,167.129858017,1,409.135800
2015-07-29 21:28:25,913,167.353543043,1,408.935400
2015-07-29 21:28:26,970,168.409620047,1,409.180200
2015-07-29 21:28:27,194,168.633810043,1,408.951000
2015-07-29 21:28:28,089,169.529481173,1,409.180200
2015-07-29 21:28:28,409,169.849565029,1,408.979600
2015-07-29 21:28:28,890,170.329837084,0,309.658200
2015-07-29 21:28:28,985,170.42555213,3,863.151600
2015-07-29 21:28:30,585,172.025611162,1,409.208600
2015-07-29 21:28:31,066,172.505796194,3,863.357400
2015-07-29 21:28:31,385,172.825551033,1,409.435600
2015-07-29 21:28:31,577,173.017558098,1,409.222200
2015-07-29 21:28:32,153,173.593589067,1,409.495600
2015-07-29 21:28:33,689,175.129356146,1,409.706400
2015-07-29 21:28:34,457,175.897449017,1,409.917400
2015-07-29 21:28:34,809,176.249456167,1,410.162600
2015-07-29 21:28:35,385,176.825448036,1,410.433200
2015-07-29 21:28:36,889,178.329553127,1,410.659800
2015-07-29 21:28:37,785,179.225376129,1,410.886800
2015-07-29 21:28:38,489,179.929250002,0,309.440000
2015-07-29 21:28:38,617,180.057456017,1,411.113200
2015-07-29 21:28:38,809,180.249423027,1,410.899800
2015-07-29 21:28:39,353,180.793400049,1,411.142000
2015-07-29 21:28:40,185,181.625484228,1,411.352800
2015-07-29 21:28:40,953,182.393472195,1,411.566200
2015-07-29 21:28:41,017,182.457199097,0,309.648000
2015-07-29 21:28:41,721,183.161282063,0,309.440000
2015-07-29 21:28:42,105,183.5453372,1,411.777600
2015-07-29 21:28:44,985,186.425049067,1,412.004200
2015-07-29 21:28:47,001,188.440995216,1,412.246200
2015-07-29 21:28:51,417,192.8574121,1,412.460400
2015-07-29 21:28:52,345,193.784976006,1,412.246200
2015-07-29 21:28:52,473,193.912744999,0,309.233600
2015-07-29 21:28:53,529,194.969226122,1,412.019800
2015-07-29 21:28:53,849,195.288952112,0,309.442000
2015-07-29 21:28:54,841,196.280697107,0,309.218400
2015-07-29 21:28:55,033,196.472696066,1,412.275000
2015-07-29 21:28:55,065,196.504724026,0,309.426600
2015-07-29 21:28:56,601,198.040878057,1,412.504600
2015-07-29 21:28:56,825,198.264794111,0,309.188000
2015-07-29 21:28:56,825,198.265142202,1,412.243800
2015-07-29 21:28:57,017,198.456778049,1,412.457600
2015-07-29 21:28:59,225,200.664819002,1,412.186400
2015-07-29 21:29:00,664,202.104598999,0,309.414000
2015-07-29 21:29:01,624,203.064599037,0,309.205600
2015-07-29 21:29:02,201,203.64068222,1,412.413400
2015-07-29 21:29:03,001,204.440707207,1,412.671200
2015-07-29 21:29:03,608,205.048535109,3,863.139400
2015-07-29 21:29:04,185,205.624676228,1,412.882200
2015-07-29 21:29:05,144,206.584549189,1,412.637400
2015-07-29 21:29:05,432,206.872429132,1,412.882200
2015-07-29 21:29:07,000,208.440426111,1,413.092800
2015-07-29 21:29:08,665,210.104740143,1,413.335600
2015-07-29 21:29:09,656,211.096571207,1,413.559400
2015-07-29 21:29:10,264,211.704287052,1,413.832800
2015-07-29 21:29:11,064,212.50438714,1,414.046800
2015-07-29 21:29:15,480,216.920104027,1,414.257800
2015-07-29 21:29:16,248,217.688270092,3,863.360000
2015-07-29 21:29:17,144,218.584135056,1,414.484200
2015-07-29 21:29:18,200,219.640130043,1,414.742400
2015-07-29 21:29:18,584,220.023972034,3,863.139400
2015-07-29 21:29:19,064,220.504082203,1,414.966200
2015-07-29 21:29:23,928,225.368032217,1,415.226600
2015-07-29 21:29:23,960,225.400008202,0,309.444400
2015-07-29 21:29:24,152,225.592024088,0,309.144800
2015-07-29 21:29:24,153,225.592769146,1,414.994800
2015-07-29 21:29:25,080,226.519901037,1,415.224200
2015-07-29 21:29:25,176,226.615992069,0,309.368400
2015-07-29 21:29:27,480,228.919789076,1,415.453200
2015-07-29 21:29:29,879,231.31963706,1,415.664400
2015-07-29 21:29:31,192,232.631929159,1,415.919800
2015-07-29 21:29:33,143,234.583564997,1,416.193000
2015-07-29 21:29:33,240,234.679826021,0,309.577000
2015-07-29 21:29:36,024,237.463637114,1,416.420000
2015-07-29 21:29:36,247,237.687633038,1,416.206600
2015-07-29 21:29:38,455,239.895473003,1,416.446000
2015-07-29 21:29:42,455,243.895233154,0,309.782800
2015-07-29 21:29:47,255,248.69533515,1,416.662200
2015-07-29 21:29:49,303,250.743042231,0,310.019600
2015-07-29 21:29:49,495,250.935115099,0,309.765000
2015-07-29 21:29:49,688,251.127583027,0,310.035200
2015-07-29 21:29:50,839,252.279151201,1,416.873000
2015-07-29 21:29:52,471,253.911142111,1,417.113000
2015-07-29 21:29:52,919,254.359131098,1,417.357600
2015-07-29 21:29:53,719,255.15884304,1,417.599800
2015-07-29 21:29:54,135,255.574889183,0,310.292800
2015-07-29 21:29:54,231,255.671416998,0,310.079400
2015-07-29 21:29:54,487,255.9270432,3,863.347800
2015-07-29 21:29:55,191,256.631015062,3,863.141800
2015-07-29 21:29:55,447,256.886936188,3,863.347800
2015-07-29 21:29:55,671,257.110951185,0,310.308600
2015-07-29 21:29:58,359,259.798915148,1,417.383800
2015-07-29 21:29:58,359,259.799208164,3,863.126800
2015-07-29 21:29:58,615,260.055140018,1,417.615600
2015-07-29 21:30:00,247,261.687063217,1,417.402000
2015-07-29 21:30:00,951,262.390888214,0,310.533000
2015-07-29 21:30:01,271,262.710727215,3,863.362600
2015-07-29 21:30:03,703,265.142665148,1,417.646800
2015-07-29 21:30:03,766,265.206604004,0,310.793400
2015-07-29 21:30:03,927,265.366874218,0,310.579800
2015-07-29 21:30:04,694,266.13448,1,417.433200
2015-07-29 21:30:05,975,267.415195227,1,417.659800
2015-07-29 21:30:06,135,267.574690104,0,310.790600
2015-07-29 21:30:06,583,268.022662163,1,417.886800
2015-07-29 21:30:08,055,269.494940042,3,863.156800
2015-07-29 21:30:08,534,269.97460413,1,418.097600
2015-07-29 21:30:08,951,270.390802145,0,311.004200
2015-07-29 21:30:08,951,270.391607046,1,418.311200
2015-07-29 21:30:09,686,271.126529217,1,418.522200
2015-07-29 21:30:10,007,271.446641207,0,310.803800
2015-07-29 21:30:10,486,271.926590204,1,418.733400
2015-07-29 21:30:10,582,272.022431135,0,311.048400
2015-07-29 21:30:11,350,272.790327072,1,418.988600
2015-07-29 21:30:13,398,274.838414192,1,419.202200
2015-07-29 21:30:14,358,275.79847312,1,418.988600
2015-07-29 21:30:15,031,276.470643997,0,311.275200
2015-07-29 21:30:15,158,276.598264217,0,311.015200
2015-07-29 21:30:15,830,277.270355225,0,311.291000
2015-07-29 21:30:15,831,277.27067709,1,419.202200
2015-07-29 21:30:18,934,280.374209166,1,419.429200
2015-07-29 21:30:19,830,281.270266056,0,311.533200
2015-07-29 21:30:19,990,281.430069208,0,311.319600
2015-07-29 21:30:20,918,282.35853219,1,419.655600
2015-07-29 21:30:21,398,282.838484049,0,311.564400
2015-07-29 21:30:23,478,284.918152094,1,419.442000
2015-07-29 21:30:24,566,286.006147146,1,419.684200
2015-07-29 21:30:25,430,286.870416164,0,311.803800
2015-07-29 21:30:25,750,287.190123081,1,419.910600
2015-07-29 21:30:27,030,288.470197201,1,420.155400
2015-07-29 21:30:28,438,289.878009081,1,419.850800
2015-07-29 21:30:28,662,290.102091074,0,312.046600
2015-07-29 21:30:29,654,291.093928099,0,311.833000
2015-07-29 21:30:29,878,291.317939997,0,312.046600
2015-07-29 21:30:32,246,293.685694218,0,312.288600
2015-07-29 21:30:34,229,295.66964817,1,420.077200
2015-07-29 21:30:35,958,297.39777112,0,312.562000
2015-07-29 21:30:38,197,299.63745904,1,420.322600
2015-07-29 21:30:38,870,300.309697151,1,420.108600
2015-07-29 21:30:39,574,301.013640165,0,312.804600
2015-07-29 21:30:39,766,301.205814123,1,420.338200
2015-07-29 21:30:40,086,301.525677204,0,312.604200
2015-07-29 21:30:40,629,302.069605112,0,312.817800
2015-07-29 21:30:41,846,303.285758018,1,420.593400
2015-07-29 21:30:42,069,303.509481192,1,420.379600
2015-07-29 21:30:42,645,304.085576057,1,420.621800
2015-07-29 21:30:42,742,304.181696177,0,313.059800
2015-07-29 21:30:46,645,308.085402012,0,313.317600
2015-07-29 21:30:46,741,308.18149209,1,420.851000
2015-07-29 21:30:46,870,308.309559107,1,420.637600
