2015-07-29 21:49:08,213,time,thermocouple_index,thermocouple_temp
2015-07-29 21:49:08,244,0.0310819149017,0,355.268800
2015-07-29 21:49:08,244,0.0314099788666,1,422.255200
2015-07-29 21:49:08,244,0.0315659046173,2,860.323400
2015-07-29 21:49:08,244,0.0316958427429,3,862.226400
2015-07-29 21:49:08,532,0.318930864334,1,422.509800
2015-07-29 21:49:08,691,0.478800773621,0,355.021600
2015-07-29 21:49:09,171,0.958761930466,1,422.832400
2015-07-29 21:49:09,204,0.9909927845,0,355.241400
2015-07-29 21:49:09,363,1.15084290504,1,423.059000
2015-07-29 21:49:09,459,1.24669599533,0,355.037800
2015-07-29 21:49:10,068,1.85498595238,1,423.308800
2015-07-29 21:49:10,387,2.17484092712,1,423.523800
2015-07-29 21:49:11,123,2.91064286232,1,423.249200
2015-07-29 21:49:11,251,3.03878879547,1,423.022200
2015-07-29 21:49:11,347,3.13471293449,1,422.720200
2015-07-29 21:49:11,443,3.23069381714,1,422.374800
2015-07-29 21:49:11,507,3.2945728302,1,422.147800
2015-07-29 21:49:11,571,3.3586268425,1,421.921200
2015-07-29 21:49:11,635,3.42256999016,1,421.646800
2015-07-29 21:49:11,699,3.48672389984,1,421.419800
2015-07-29 21:49:11,763,3.5506029129,1,421.117800
2015-07-29 21:49:11,827,3.61470389366,1,420.815800
2015-07-29 21:49:11,859,3.64677596092,1,420.588800
2015-07-29 21:49:11,923,3.71084690094,1,420.286800
2015-07-29 21:49:11,987,3.77453589439,1,419.984800
2015-07-29 21:49:12,051,3.8385989666,1,419.682200
2015-07-29 21:49:12,115,3.9026157856,1,419.288600
2015-07-29 21:49:12,147,3.93487286568,1,419.061600
2015-07-29 21:49:12,212,3.99898290634,1,418.684000
2015-07-29 21:49:12,275,4.06253600121,1,418.306000
2015-07-29 21:49:12,339,4.12655997276,1,418.008800
2015-07-29 21:49:12,403,4.19084477425,1,417.706200
2015-07-29 21:49:12,467,4.25465989113,1,417.328800
2015-07-29 21:49:12,500,4.28704881668,1,417.102200
2015-07-29 21:49:12,531,4.31851387024,1,416.875200
2015-07-29 21:49:12,595,4.38255596161,1,416.454200
2015-07-29 21:49:12,659,4.44656276703,1,416.000800
2015-07-29 21:49:12,691,4.47872686386,1,415.774200
2015-07-29 21:49:12,755,4.5426928997,1,415.396200
2015-07-29 21:49:12,819,4.60666584969,1,414.954800
2015-07-29 21:49:12,851,4.63874292374,1,414.728200
2015-07-29 21:49:12,883,4.67062282562,1,414.501200
2015-07-29 21:49:12,947,4.73454093933,1,414.123800
2015-07-29 21:49:12,979,4.7667517662,1,413.896800
2015-07-29 21:49:13,011,4.79854893684,1,413.670200
2015-07-29 21:49:13,043,4.83080983162,1,413.443800
2015-07-29 21:49:13,075,4.86254096031,1,413.137200
2015-07-29 21:49:13,107,4.89473581314,1,412.910200
2015-07-29 21:49:13,139,4.92657589912,1,412.683600
2015-07-29 21:49:13,203,4.99062085152,1,412.381600
2015-07-29 21:49:13,235,5.02277898788,1,412.154600
2015-07-29 21:49:13,299,5.08672595024,1,411.857200
