datetime,ms,seconds,ambient_temp,thermocouple_0_temp,thermocouple_1_temp,thermocouple_2_temp,thermocouple_3_temp
2015-10-12 22:09:10,312,5,73,352,393,787,788
2015-10-12 22:09:11,313,6,73,350,386,787,788
2015-10-12 22:09:12,316,7,73,349,381,787,788
2015-10-12 22:09:13,317,8,73,347,380,787,788
2015-10-12 22:09:14,322,9,73,346,378,787,788
2015-10-12 22:09:15,327,10,73,345,377,787,788
2015-10-12 22:09:16,328,11,73,344,376,787,788
2015-10-12 22:09:17,332,12,73,343,376,787,788
2015-10-12 22:09:18,336,13,73,342,375,787,788
2015-10-12 22:09:19,341,14,73,341,374,787,788
2015-10-12 22:09:20,345,15,73,340,373,787,788
2015-10-12 22:09:21,349,16,73,339,373,787,788
2015-10-12 22:09:22,350,17,73,338,372,787,788
2015-10-12 22:09:23,353,18,73,337,371,787,788
2015-10-12 22:09:24,357,19,73,337,371,787,788
2015-10-12 22:09:25,360,20,73,336,370,787,788
2015-10-12 22:09:26,364,21,73,335,370,787,788
2015-10-12 22:09:27,369,22,73,335,369,787,788
2015-10-12 22:09:28,372,23,73,335,369,787,788
2015-10-12 22:09:29,374,24,73,334,369,787,788
2015-10-12 22:09:30,380,25,73,334,368,787,788
2015-10-12 22:09:31,385,26,73,333,368,787,788
2015-10-12 22:09:32,390,27,73,333,367,787,788
2015-10-12 22:09:33,390,28,73,333,367,787,788
2015-10-12 22:09:34,391,29,73,332,367,787,788
2015-10-12 22:09:35,396,30,73,332,367,787,788
2015-10-12 22:09:36,401,31,73,332,366,787,788
2015-10-12 22:09:37,405,32,73,331,366,787,788
2015-10-12 22:09:38,411,33,73,331,366,787,788
2015-10-12 22:09:39,416,34,73,331,366,787,788
2015-10-12 22:09:40,417,35,73,331,365,787,788
2015-10-12 22:09:41,422,36,73,331,365,787,788
2015-10-12 22:09:42,426,37,73,330,365,787,788
2015-10-12 22:09:43,432,38,73,330,365,787,788
2015-10-12 22:09:44,435,39,73,330,365,787,788
2015-10-12 22:09:45,439,40,73,329,365,787,788
2015-10-12 22:09:46,443,41,73,329,364,787,788
2015-10-12 22:09:47,447,42,73,329,364,787,788
2015-10-12 22:09:48,449,43,73,329,364,787,788
2015-10-12 22:09:49,453,44,73,329,364,787,788
2015-10-12 22:09:50,459,45,73,329,364,787,788
2015-10-12 22:09:51,464,46,73,329,364,787,788
2015-10-12 22:09:52,466,47,73,328,364,787,788
2015-10-12 22:09:53,471,48,73,328,363,787,788
2015-10-12 22:09:54,474,49,73,328,363,787,788
2015-10-12 22:09:55,476,50,73,328,363,787,788
2015-10-12 22:09:56,479,51,73,327,363,787,788
2015-10-12 22:09:57,483,52,73,327,363,787,788
2015-10-12 22:09:58,488,53,73,327,363,787,788
2015-10-12 22:09:59,492,54,73,327,364,787,788
2015-10-12 22:10:00,497,55,73,327,363,787,788
2015-10-12 22:10:01,500,56,73,327,363,787,788
2015-10-12 22:10:02,504,57,73,327,363,787,788
2015-10-12 22:10:03,505,58,73,327,363,787,788
2015-10-12 22:10:04,509,59,73,326,363,787,788
2015-10-12 22:10:05,514,60,73,326,363,787,788
2015-10-12 22:10:06,519,61,73,326,363,787,788
2015-10-12 22:10:07,522,62,73,326,363,787,788
2015-10-12 22:10:08,525,63,73,326,363,787,788
2015-10-12 22:10:09,529,64,73,326,363,787,788
2015-10-12 22:10:10,534,65,73,326,363,787,788
2015-10-12 22:10:11,539,66,73,326,363,787,788
2015-10-12 22:10:12,545,67,73,325,363,787,788
2015-10-12 22:10:13,550,68,73,325,363,787,788
2015-10-12 22:10:14,555,69,73,325,363,787,788
2015-10-12 22:10:15,556,70,73,325,363,787,788
2015-10-12 22:10:16,559,71,73,325,363,787,788
2015-10-12 22:10:17,562,72,73,325,363,787,788
2015-10-12 22:10:18,568,73,73,324,363,787,788
2015-10-12 22:10:19,573,74,73,324,363,787,788
2015-10-12 22:10:20,574,75,73,324,363,787,788
2015-10-12 22:10:21,579,76,73,324,363,787,788
2015-10-12 22:10:22,585,77,73,324,363,787,788
2015-10-12 22:10:23,590,78,73,324,363,787,788
2015-10-12 22:10:24,595,79,73,324,364,787,788
2015-10-12 22:10:25,599,80,73,324,364,787,788
2015-10-12 22:10:26,604,81,73,323,364,787,788
2015-10-12 22:10:27,607,82,73,323,364,787,788
2015-10-12 22:10:28,609,83,73,323,364,787,788
2015-10-12 22:10:29,615,84,73,323,365,787,788
2015-10-12 22:10:30,619,85,73,323,365,787,788
2015-10-12 22:10:31,624,86,73,323,365,787,788
2015-10-12 22:10:32,629,87,73,323,366,787,788
2015-10-12 22:10:33,632,88,73,323,366,787,788
2015-10-12 22:10:34,635,89,73,323,366,787,788
2015-10-12 22:10:35,638,90,73,323,367,787,788
2015-10-12 22:10:36,642,91,73,322,367,787,788
2015-10-12 22:10:37,647,92,73,322,367,787,788
2015-10-12 22:10:38,652,93,73,322,367,787,788
2015-10-12 22:10:39,658,94,73,322,367,787,788
2015-10-12 22:10:40,663,95,73,322,368,787,788
2015-10-12 22:10:41,666,96,73,322,368,787,788
2015-10-12 22:10:42,669,97,73,322,368,787,788
2015-10-12 22:10:43,675,98,73,322,368,787,788
2015-10-12 22:10:44,678,99,73,321,368,787,788
2015-10-12 22:10:45,683,100,73,321,368,787,788
2015-10-12 22:10:46,686,101,73,321,368,787,788
2015-10-12 22:10:47,692,102,73,321,369,787,788
2015-10-12 22:10:48,694,103,73,321,369,787,788
