date_time,ms,thermocouple_name,time,thermocouple_temp,ambient_temp
2015-05-23 13:03:11,291,BeanTemp,0.0294659137726,73.6154,133.4064
2015-05-23 13:03:14,874,BeanTemp,3.61221694946,76.6592,133.5
2015-05-23 13:03:14,906,BeanTemp,3.64420795441,77.9124,133.5
2015-05-23 13:03:14,970,BeanTemp,3.70819401741,78.2882,133.5
2015-05-23 13:03:15,227,BeanTemp,3.9645819664,77.9124,133.5
2015-05-23 13:03:15,290,BeanTemp,4.02805185318,74.0318,133.5
2015-05-23 13:03:15,322,BeanTemp,4.0601940155,73.7364,133.5
2015-05-23 13:03:16,570,BeanTemp,5.30811786652,73.9528,133.3436
2015-05-23 13:03:16,858,BeanTemp,5.59617090225,74.9978,133.4688
2015-05-23 13:03:16,890,BeanTemp,5.62824201584,74.0158,133.4688
2015-05-23 13:03:19,642,BeanTemp,8.38025593758,74.2582,133.5
2015-05-23 13:03:20,026,BeanTemp,8.76425600052,74.4852,133.5
2015-05-23 13:03:20,570,BeanTemp,9.30824279785,74.2422,133.4688
2015-05-23 13:03:20,666,BeanTemp,9.40425896645,75.9042,133.4688
2015-05-23 13:03:20,698,BeanTemp,9.43633389473,77.6022,133.4688
2015-05-23 13:03:20,730,BeanTemp,9.46825385094,74.8468,133.4688
2015-05-23 13:03:20,762,BeanTemp,9.50034379959,78.3318,133.4376
2015-05-23 13:03:20,794,BeanTemp,9.53225398064,74.9062,133.4376
2015-05-23 13:03:20,826,BeanTemp,9.56425690651,78.3318,133.4376
2015-05-23 13:03:20,858,BeanTemp,9.59625101089,77.8076,133.4376
2015-05-23 13:03:20,890,BeanTemp,9.62815594673,78.1048,133.4376
2015-05-23 13:03:20,922,BeanTemp,9.66018295288,78.5582,133.4376
2015-05-23 13:03:20,986,BeanTemp,9.72421884537,77.513,133.4376
2015-05-23 13:03:21,019,BeanTemp,9.75641798973,78.8602,133.4376
2015-05-23 13:03:21,210,BeanTemp,9.94838380814,79.0872,133.4376
2015-05-23 13:03:22,682,BeanTemp,11.4202988148,79.3138,133.4376
2015-05-23 13:03:23,418,BeanTemp,12.1561338902,79.5288,133.5624
2015-05-23 13:03:24,890,BeanTemp,13.6283769608,79.7672,133.4376
2015-05-23 13:03:24,986,BeanTemp,13.7243788242,79.3138,133.4376
2015-05-23 13:03:25,018,BeanTemp,13.7563848495,79.6158,133.4376
2015-05-23 13:03:25,050,BeanTemp,13.7882637978,75.3598,133.4376
2015-05-23 13:03:25,082,BeanTemp,13.8203890324,74.9062,133.4376
2015-05-23 13:03:25,307,BeanTemp,14.0446398258,75.6298,133.3752
2015-05-23 13:03:25,338,BeanTemp,14.0763850212,75.8562,133.3752
2015-05-23 13:03:25,370,BeanTemp,14.1083438396,75.0686,133.3124
2015-05-23 13:03:25,690,BeanTemp,14.4284009933,76.3444,133.3124
2015-05-23 13:03:25,722,BeanTemp,14.460381031,79.7032,133.3124
2015-05-23 13:03:25,882,BeanTemp,14.6203858852,79.9618,133.3752
2015-05-23 13:03:25,914,BeanTemp,14.6523740292,78.1488,133.3752
2015-05-23 13:03:25,946,BeanTemp,14.6841859818,75.2522,133.3752
2015-05-23 13:03:26,170,BeanTemp,14.9083998203,75.5976,133.3124
2015-05-23 13:03:26,234,BeanTemp,14.9722688198,75.8242,133.3124
2015-05-23 13:03:26,330,BeanTemp,15.0683870316,76.2018,133.4688
2015-05-23 13:03:26,427,BeanTemp,15.1644740105,76.4226,133.4688
2015-05-23 13:03:26,874,BeanTemp,15.612197876,76.6748,133.5312
2015-05-23 13:03:27,162,BeanTemp,15.9004209042,76.892,133.3752
2015-05-23 13:03:27,514,BeanTemp,16.2524249554,77.1396,133.2812
2015-05-23 13:03:27,706,BeanTemp,16.4443290234,77.4348,133.2812
2015-05-23 13:03:27,770,BeanTemp,16.508330822,77.6558,133.2812
2015-05-23 13:03:27,803,BeanTemp,16.5404269695,77.8656,133.4064
2015-05-23 13:03:27,962,BeanTemp,16.7003829479,78.0888,133.4064
2015-05-23 13:03:28,026,BeanTemp,16.7643578053,78.3478,133.4688
2015-05-23 13:03:28,090,BeanTemp,16.8283269405,78.8008,133.4688
2015-05-23 13:03:28,123,BeanTemp,16.8605189323,79.1032,133.4688
2015-05-23 13:03:28,154,BeanTemp,16.8923640251,79.4052,133.4688
2015-05-23 13:03:28,218,BeanTemp,16.9562759399,79.7832,133.4688
2015-05-23 13:03:28,474,BeanTemp,17.2124300003,80.3732,133.3124
2015-05-23 13:03:28,634,BeanTemp,17.3724379539,79.4328,133.3752
2015-05-23 13:03:28,698,BeanTemp,17.4363429546,79.2062,133.3752
2015-05-23 13:03:28,795,BeanTemp,17.5325129032,79.9296,133.3124
2015-05-23 13:03:28,826,BeanTemp,17.5644648075,80.3732,133.3124
2015-05-23 13:03:29,722,BeanTemp,18.4603948593,80.6574,133.4376
2015-05-23 13:03:29,947,BeanTemp,18.6844727993,80.8784,133.4376
2015-05-23 13:03:30,267,BeanTemp,19.0045518875,80.6418,133.4064
2015-05-23 13:03:30,875,BeanTemp,19.6124918461,80.8628,133.4064
2015-05-23 13:03:31,003,BeanTemp,19.7405049801,81.3632,133.3752
2015-05-23 13:03:31,034,BeanTemp,19.772413969,81.7316,133.3752
2015-05-23 13:03:31,131,BeanTemp,19.8685159683,81.2158,133.3752
2015-05-23 13:03:31,259,BeanTemp,19.9965078831,80.789,133.4064
2015-05-23 13:03:31,451,BeanTemp,20.1885118484,81.0636,133.2188
2015-05-23 13:03:31,547,BeanTemp,20.2844998837,80.769,133.2188
2015-05-23 13:03:31,579,BeanTemp,20.3165049553,80.548,133.2188
2015-05-23 13:03:31,707,BeanTemp,20.4445939064,80.2304,133.4688
2015-05-23 13:03:31,899,BeanTemp,20.6365039349,80.0252,133.5
2015-05-23 13:03:32,090,BeanTemp,20.8283967972,79.7238,133.5
2015-05-23 13:03:32,122,BeanTemp,20.8604149818,79.4968,133.5
2015-05-23 13:03:32,283,BeanTemp,21.0205848217,79.7352,133.3752
2015-05-23 13:03:32,314,BeanTemp,21.0524568558,79.0552,133.3752
2015-05-23 13:03:32,346,BeanTemp,21.0843408108,78.8282,133.3752
2015-05-23 13:03:32,411,BeanTemp,21.1485908031,79.0552,133.3752
2015-05-23 13:03:32,474,BeanTemp,21.2124359608,78.8282,133.3752
2015-05-23 13:03:32,795,BeanTemp,21.5326879025,78.5856,133.3436
2015-05-23 13:03:33,434,BeanTemp,22.1723849773,78.3318,133.4376
2015-05-23 13:03:34,107,BeanTemp,22.8446469307,78.0888,133.4064
2015-05-23 13:03:34,587,BeanTemp,23.3245580196,77.803,133.2812
2015-05-23 13:03:35,035,BeanTemp,23.7727069855,78.6018,133.3752
2015-05-23 13:03:35,067,BeanTemp,23.80458498,80.005,133.3124
2015-05-23 13:03:35,098,BeanTemp,23.836357832,81.7002,133.3124
2015-05-23 13:03:35,131,BeanTemp,23.8685939312,83.7326,133.3124
2015-05-23 13:03:35,162,BeanTemp,23.900441885,86.024,133.3124
2015-05-23 13:03:35,195,BeanTemp,23.9325969219,89.6766,133.3124
2015-05-23 13:03:35,227,BeanTemp,23.9646129608,94.4016,133.3124
2015-05-23 13:03:35,259,BeanTemp,23.9965980053,98.283,133.3124
2015-05-23 13:03:35,290,BeanTemp,24.0283899307,100.863,133.3124
2015-05-23 13:03:35,323,BeanTemp,24.0606188774,103.0162,133.3436
2015-05-23 13:03:35,355,BeanTemp,24.0925149918,105.522,133.3436
2015-05-23 13:03:35,387,BeanTemp,24.1245849133,108.323,133.3436
2015-05-23 13:03:35,419,BeanTemp,24.1565389633,110.9762,133.3436
2015-05-23 13:03:35,451,BeanTemp,24.1886799335,113.8508,133.3436
2015-05-23 13:03:35,483,BeanTemp,24.2205209732,116.8728,133.3436
2015-05-23 13:03:35,515,BeanTemp,24.2525968552,120.1898,133.3436
2015-05-23 13:03:35,547,BeanTemp,24.2844688892,123.2854,133.3436
2015-05-23 13:03:35,579,BeanTemp,24.316699028,126.2586,133.3436
2015-05-23 13:03:35,610,BeanTemp,24.3484108448,128.9118,133.3436
2015-05-23 13:03:35,643,BeanTemp,24.3807349205,131.7128,133.3436
2015-05-23 13:03:35,675,BeanTemp,24.4125249386,134.244,133.3436
2015-05-23 13:03:35,707,BeanTemp,24.4445948601,136.7498,133.3436
2015-05-23 13:03:35,739,BeanTemp,24.4765229225,139.154,133.3436
2015-05-23 13:03:35,771,BeanTemp,24.5086078644,141.7132,133.3436
2015-05-23 13:03:35,802,BeanTemp,24.540366888,144.214,133.3436
2015-05-23 13:03:35,835,BeanTemp,24.5726718903,146.9714,133.3436
2015-05-23 13:03:35,866,BeanTemp,24.6044459343,149.846,133.3436
2015-05-23 13:03:35,899,BeanTemp,24.6366019249,152.303,133.3436
2015-05-23 13:03:35,930,BeanTemp,24.6684648991,154.7178,133.3436
2015-05-23 13:03:35,963,BeanTemp,24.7006778717,156.9714,133.3436
2015-05-23 13:03:35,995,BeanTemp,24.7325179577,158.9386,133.3436
2015-05-23 13:03:36,027,BeanTemp,24.7645988464,160.2396,133.3436
2015-05-23 13:03:36,058,BeanTemp,24.7964258194,160.9766,133.3436
2015-05-23 13:03:36,090,BeanTemp,24.8284139633,161.64,133.3436
2015-05-23 13:03:36,123,BeanTemp,24.8607809544,162.3682,133.3436
2015-05-23 13:03:36,155,BeanTemp,24.8924930096,163.6634,133.3436
2015-05-23 13:03:36,187,BeanTemp,24.9245219231,165.0552,133.3436
2015-05-23 13:03:36,219,BeanTemp,24.9565899372,166.8048,133.3436
2015-05-23 13:03:36,251,BeanTemp,24.988519907,168.4708,133.3436
2015-05-23 13:03:36,283,BeanTemp,25.0206639767,170.2122,133.5936
2015-05-23 13:03:36,314,BeanTemp,25.0524208546,172.1588,133.5936
2015-05-23 13:03:36,347,BeanTemp,25.084540844,173.7802,133.5936
2015-05-23 13:03:36,379,BeanTemp,25.1165289879,174.6488,133.5936
2015-05-23 13:03:36,411,BeanTemp,25.1485898495,175.3684,133.5936
2015-05-23 13:03:36,442,BeanTemp,25.1803689003,176.09,133.5936
2015-05-23 13:03:36,475,BeanTemp,25.2126019001,177.5642,133.5936
2015-05-23 13:03:36,507,BeanTemp,25.2446799278,179.3736,133.5936
2015-05-23 13:03:36,539,BeanTemp,25.2766029835,180.9864,133.3124
2015-05-23 13:03:36,570,BeanTemp,25.3083889484,182.3778,133.3124
2015-05-23 13:03:36,602,BeanTemp,25.3403558731,183.673,133.3124
2015-05-23 13:03:36,634,BeanTemp,25.3724009991,184.3206,133.3124
2015-05-23 13:03:36,667,BeanTemp,25.4047119617,184.5362,133.3124
2015-05-23 13:03:36,698,BeanTemp,25.4364449978,185.112,133.3124
2015-05-23 13:03:36,731,BeanTemp,25.4686398506,185.6878,133.3124
2015-05-23 13:03:36,763,BeanTemp,25.5004758835,186.39,133.4064
2015-05-23 13:03:36,795,BeanTemp,25.5326349735,187.1272,133.4064
2015-05-23 13:03:36,827,BeanTemp,25.5645258427,188.2274,133.4064
2015-05-23 13:03:36,859,BeanTemp,25.5969939232,189.6664,133.4064
2015-05-23 13:03:36,891,BeanTemp,25.6287198067,190.7636,133.4064
2015-05-23 13:03:36,923,BeanTemp,25.6607439518,191.2798,133.4064
2015-05-23 13:03:36,955,BeanTemp,25.6925740242,191.5744,133.4064
2015-05-23 13:03:36,987,BeanTemp,25.7247400284,190.9114,133.4064
2015-05-23 13:03:37,019,BeanTemp,25.7565100193,190.1854,133.2812
2015-05-23 13:03:37,051,BeanTemp,25.788725853,189.7492,133.2812
2015-05-23 13:03:37,115,BeanTemp,25.8526418209,190.0376,133.2812
2015-05-23 13:03:37,147,BeanTemp,25.8846409321,189.821,133.2812
2015-05-23 13:03:37,179,BeanTemp,25.9165358543,189.3896,133.2812
2015-05-23 13:03:37,211,BeanTemp,25.9486379623,188.5978,133.2812
2015-05-23 13:03:37,243,BeanTemp,25.9807448387,188.2884,133.5312
2015-05-23 13:03:37,307,BeanTemp,26.0445690155,189.4392,133.5312
2015-05-23 13:03:37,339,BeanTemp,26.0766398907,190.2368,133.5312
2015-05-23 13:03:37,370,BeanTemp,26.1084139347,190.826,133.5312
2015-05-23 13:03:37,403,BeanTemp,26.1407158375,190.4578,133.5312
2015-05-23 13:03:37,435,BeanTemp,26.1725687981,189.5116,133.5312
2015-05-23 13:03:37,467,BeanTemp,26.2047770023,188.504,133.5312
2015-05-23 13:03:37,499,BeanTemp,26.2365868092,187.1694,133.3436
2015-05-23 13:03:37,531,BeanTemp,26.2687118053,186.064,133.3436
2015-05-23 13:03:37,562,BeanTemp,26.3004209995,184.9834,133.3436
2015-05-23 13:03:37,595,BeanTemp,26.33264184,184.0478,133.3436
2015-05-23 13:03:37,627,BeanTemp,26.364563942,182.9686,133.3436
2015-05-23 13:03:37,659,BeanTemp,26.3967289925,181.8864,133.3436
2015-05-23 13:03:37,691,BeanTemp,26.4287428856,181.002,133.3436
2015-05-23 13:03:37,723,BeanTemp,26.4607038498,180.2072,133.3752
