2017-08-09 21:23:04,653,coffee,datetime,ms,seconds,ambient_temp,thermocouple_0_temp,thermocouple_1_temp,thermocouple_2_temp,thermocouple_3_temp
2017-08-09 21:23:06,736,2,83,485,411,781,782
2017-08-09 21:23:07,739,3,83,479,407,781,782
2017-08-09 21:23:08,742,4,83,470,402,781,782
2017-08-09 21:23:09,748,5,84,459,397,781,782
2017-08-09 21:23:10,751,6,83,448,392,781,782
2017-08-09 21:23:11,756,7,83,438,387,781,782
2017-08-09 21:23:12,759,8,83,428,384,781,782
2017-08-09 21:23:13,765,9,83,417,383,781,782
2017-08-09 21:23:14,768,10,83,407,381,781,782
2017-08-09 21:23:15,773,11,84,399,380,781,782
2017-08-09 21:23:16,775,12,83,390,379,781,782
2017-08-09 21:23:17,776,13,83,382,378,781,782
2017-08-09 21:23:18,780,14,83,375,376,781,782
2017-08-09 21:23:19,786,15,84,368,375,781,782
2017-08-09 21:23:20,788,16,83,360,375,781,782
2017-08-09 21:23:21,791,17,83,353,374,781,782
2017-08-09 21:23:22,795,18,83,347,373,781,782
2017-08-09 21:23:23,800,19,83,341,372,781,782
2017-08-09 21:23:24,805,20,84,335,372,781,782
2017-08-09 21:23:25,809,21,84,330,371,781,782
2017-08-09 21:23:26,814,22,83,324,371,781,782
2017-08-09 21:23:27,820,23,84,319,370,781,782
2017-08-09 21:23:28,824,24,83,314,369,781,782
2017-08-09 21:23:29,824,25,84,309,369,781,782
2017-08-09 21:23:30,825,26,83,305,368,781,782
2017-08-09 21:23:31,829,27,83,300,368,781,782
2017-08-09 21:23:32,831,28,83,296,367,781,782
2017-08-09 21:23:33,835,29,83,292,367,781,782
2017-08-09 21:23:34,836,30,84,288,366,781,782
2017-08-09 21:23:35,838,31,84,284,366,781,782
2017-08-09 21:23:36,842,32,84,281,365,781,782
2017-08-09 21:23:37,843,33,83,277,365,781,782
2017-08-09 21:23:38,845,34,84,274,365,781,782
2017-08-09 21:23:39,850,35,84,271,364,781,782
2017-08-09 21:23:40,852,36,84,268,364,781,782
2017-08-09 21:23:41,853,37,83,265,364,781,782
2017-08-09 21:23:42,859,38,84,262,364,781,782
2017-08-09 21:23:43,864,39,84,260,364,781,782
2017-08-09 21:23:44,867,40,84,257,363,781,782
2017-08-09 21:23:45,872,41,83,255,363,781,782
2017-08-09 21:23:46,875,42,84,253,363,781,782
