2017-09-23 12:56:05,135,coffee,datetime,ms,seconds,ambient_temp,thermocouple_0_temp,thermocouple_1_temp,thermocouple_2_temp,thermocouple_3_temp
2017-09-23 12:56:07,203,2,92,507,431,777,779
2017-09-23 12:56:08,205,3,92,500,424,777,779
2017-09-23 12:56:09,209,4,92,489,417,777,779
2017-09-23 12:56:10,212,5,92,478,411,776,779
2017-09-23 12:56:11,215,6,92,465,402,776,779
2017-09-23 12:56:12,217,7,92,453,395,777,779
2017-09-23 12:56:13,220,8,92,442,391,777,779
2017-09-23 12:56:14,223,9,92,431,389,777,779
2017-09-23 12:56:15,224,10,92,421,386,776,779
2017-09-23 12:56:16,224,11,92,411,384,776,779
2017-09-23 12:56:17,231,12,92,402,382,777,779
2017-09-23 12:56:18,234,13,92,393,380,776,779
2017-09-23 12:56:19,238,14,92,385,378,776,779
2017-09-23 12:56:20,241,15,92,377,376,776,779
2017-09-23 12:56:21,245,16,92,369,375,776,779
2017-09-23 12:56:22,247,17,92,362,373,776,779
2017-09-23 12:56:23,249,18,92,355,372,777,779
2017-09-23 12:56:24,254,19,92,348,371,776,779
2017-09-23 12:56:25,257,20,92,341,369,776,779
2017-09-23 12:56:26,260,21,92,335,368,777,779
2017-09-23 12:56:27,263,22,92,329,367,777,779
2017-09-23 12:56:28,268,23,92,324,366,777,779
2017-09-23 12:56:29,269,24,92,318,365,777,779
2017-09-23 12:56:30,271,25,92,313,364,776,779
2017-09-23 12:56:31,274,26,92,309,363,777,779
2017-09-23 12:56:32,276,27,92,304,363,777,779
2017-09-23 12:56:33,281,28,92,300,362,776,779
2017-09-23 12:56:34,283,29,92,295,361,776,779
2017-09-23 12:56:35,286,30,92,291,360,776,779
2017-09-23 12:56:36,289,31,92,287,360,777,779
2017-09-23 12:56:37,293,32,92,284,359,777,779
2017-09-23 12:56:38,295,33,92,280,358,777,779
2017-09-23 12:56:39,299,34,92,277,357,777,779
2017-09-23 12:56:40,302,35,92,274,357,777,779
2017-09-23 12:56:41,304,36,92,271,356,777,779
2017-09-23 12:56:42,308,37,92,268,356,777,779
2017-09-23 12:56:43,310,38,92,265,355,777,779
2017-09-23 12:56:44,313,39,92,263,355,776,779
2017-09-23 12:56:45,317,40,92,260,354,776,779
2017-09-23 12:56:46,319,41,92,258,354,776,779
2017-09-23 12:56:47,322,42,92,256,353,776,779
2017-09-23 12:56:48,325,43,92,253,353,776,779
2017-09-23 12:56:49,326,44,92,252,353,776,779
2017-09-23 12:56:50,331,45,92,250,353,776,779
2017-09-23 12:56:51,335,46,92,248,353,776,779
2017-09-23 12:56:52,337,47,92,246,353,777,779
2017-09-23 12:56:53,340,48,92,245,353,776,779
2017-09-23 12:56:54,344,49,92,243,353,777,779
2017-09-23 12:56:55,347,50,92,241,353,777,779
2017-09-23 12:56:56,348,51,92,240,354,776,779
2017-09-23 12:56:57,352,52,92,239,354,776,779
2017-09-23 12:56:58,354,53,92,238,354,776,779
2017-09-23 12:56:59,358,54,92,237,354,776,779
2017-09-23 12:57:00,361,55,92,236,354,777,779
2017-09-23 12:57:01,364,56,92,235,354,776,779
2017-09-23 12:57:02,365,57,92,234,354,776,779
2017-09-23 12:57:03,370,58,92,233,354,777,779
2017-09-23 12:57:04,373,59,92,232,354,777,779
2017-09-23 12:57:05,376,60,92,232,355,777,779
2017-09-23 12:57:06,380,61,92,231,355,777,779
2017-09-23 12:57:07,382,62,92,230,355,776,779
2017-09-23 12:57:08,385,63,92,230,356,776,779
2017-09-23 12:57:09,388,64,92,229,357,776,779
2017-09-23 12:57:10,392,65,92,229,357,776,779
2017-09-23 12:57:11,394,66,92,229,358,777,779
2017-09-23 12:57:12,398,67,92,229,359,776,779
2017-09-23 12:57:13,400,68,92,228,359,776,779
2017-09-23 12:57:14,405,69,92,228,360,777,779
2017-09-23 12:57:15,405,70,92,228,360,776,779
2017-09-23 12:57:16,410,71,92,228,361,776,779
2017-09-23 12:57:17,413,72,92,228,361,776,779
2017-09-23 12:57:18,415,73,92,228,362,777,779
2017-09-23 12:57:19,418,74,92,228,362,776,779
2017-09-23 12:57:20,421,75,92,228,363,776,779
