date_time,ms,timer,thermocouple_index,thermocouple_temp
2015-07-29 22:36:09,149,0.0543079376221,0,352.720400
2015-07-29 22:36:09,149,0.0546641349792,1,429.257800
2015-07-29 22:36:09,149,0.0548141002655,2,860.693800
2015-07-29 22:36:09,149,0.0549609661102,3,862.605200
2015-07-29 22:36:09,917,0.822303056717,1,429.036800
2015-07-29 22:36:11,548,2.45410704613,1,428.698800
2015-07-29 22:36:11,644,2.55015802383,1,428.422000
2015-07-29 22:36:11,740,2.64593100548,1,428.189000
2015-07-29 22:36:11,804,2.70995807648,1,427.957800
2015-07-29 22:36:11,836,2.74216413498,1,427.710800
2015-07-29 22:36:11,900,2.80599498749,1,427.408200
2015-07-29 22:36:11,964,2.86992096901,1,427.106200
2015-07-29 22:36:12,028,2.93397092819,1,426.804200
2015-07-29 22:36:12,156,3.06210708618,1,426.462800
2015-07-29 22:36:12,220,3.12601113319,1,426.160800
2015-07-29 22:36:12,253,3.15826797485,1,425.933800
2015-07-29 22:36:12,316,3.22188711166,1,425.492400
2015-07-29 22:36:12,380,3.28580403328,1,425.114400
2015-07-29 22:36:12,444,3.34996390343,1,424.736800
2015-07-29 22:36:12,508,3.41382694244,1,424.510400
2015-07-29 22:36:12,573,3.47819113731,1,424.192000
2015-07-29 22:36:12,604,3.50998091698,1,423.965400
2015-07-29 22:36:12,668,3.57397699356,1,423.587400
2015-07-29 22:36:12,700,3.60590600967,1,423.361000
2015-07-29 22:36:12,732,3.63785099983,1,423.134400
2015-07-29 22:36:12,764,3.66993403435,1,422.907400
2015-07-29 22:36:12,828,3.73398208618,1,422.410800
2015-07-29 22:36:12,892,3.79783511162,1,422.032800
2015-07-29 22:36:12,924,3.82986402512,1,421.806400
2015-07-29 22:36:12,956,3.86192297935,1,421.579800
2015-07-29 22:36:12,988,3.8939769268,1,421.352800
2015-07-29 22:36:13,020,3.92584609985,1,421.126400
2015-07-29 22:36:13,052,3.95804810524,1,420.888400
2015-07-29 22:36:13,084,3.98991012573,1,420.585800
2015-07-29 22:36:13,116,4.02184391022,1,420.283800
2015-07-29 22:36:13,148,4.05393695831,1,419.981800
2015-07-29 22:36:13,180,4.08613491058,1,419.754800
2015-07-29 22:36:13,212,4.1178920269,1,419.452800
2015-07-29 22:36:13,244,4.14986300468,1,419.226400
2015-07-29 22:36:13,276,4.18183994293,1,418.812000
2015-07-29 22:36:13,308,4.2139980793,1,418.585400
2015-07-29 22:36:13,340,4.24606394768,1,418.283000
2015-07-29 22:36:13,372,4.27794313431,1,418.056400
2015-07-29 22:36:13,404,4.3099770546,1,417.830000
2015-07-29 22:36:13,436,4.34190797806,1,417.527400
2015-07-29 22:36:13,469,4.37433195114,1,417.225400
2015-07-29 22:36:13,500,4.40594291687,1,416.848000
2015-07-29 22:36:13,532,4.43800497055,1,416.588800
2015-07-29 22:36:13,564,4.46976995468,1,416.286800
