2015-07-25 23:37:58,147,time,thermocouple_index,thermocouple_temp
2015-07-25 23:38:13,609,15.4626760483,0,348.514400
2015-07-25 23:38:14,057,15.9107429981,0,348.299200
2015-07-25 23:38:14,186,16.0388379097,0,348.530400
2015-07-25 23:38:14,186,16.0394148827,1,400.676400
2015-07-25 23:38:14,441,16.2947449684,0,348.271800
2015-07-25 23:38:14,601,16.4547479153,0,348.486800
2015-07-25 23:38:14,825,16.6788058281,0,348.163800
2015-07-25 23:38:15,337,17.1906290054,1,400.953000
2015-07-25 23:38:15,754,17.6068680286,1,401.169400
2015-07-25 23:38:16,041,17.894744873,0,347.905200
2015-07-25 23:38:16,361,18.2147028446,1,401.401800
2015-07-25 23:38:16,777,18.6307489872,1,401.716200
2015-07-25 23:38:17,545,19.3987560272,0,347.667200
2015-07-25 23:38:17,642,19.4949359894,1,401.960800
2015-07-25 23:38:18,057,19.9107549191,1,402.204400
2015-07-25 23:38:18,538,20.390969038,1,402.442200
2015-07-25 23:38:18,730,20.5828709602,0,347.392200
2015-07-25 23:38:18,953,20.8067429066,1,402.733400
2015-07-25 23:38:19,401,21.254835844,1,403.007800
2015-07-25 23:38:19,625,21.4787509441,0,347.165800
2015-07-25 23:38:20,777,22.6308159828,0,346.955200
2015-07-25 23:38:20,906,22.7588329315,1,403.213800
2015-07-25 23:38:21,322,23.1748878956,1,403.489000
2015-07-25 23:38:21,673,23.5267260075,0,346.744800
2015-07-25 23:38:22,185,24.038823843,1,403.758800
2015-07-25 23:38:23,018,24.8709039688,1,404.017400
2015-07-25 23:38:23,177,25.0306289196,0,346.533800
2015-07-25 23:38:23,690,25.5428979397,0,346.318800
2015-07-25 23:38:23,818,25.670912981,1,404.244400
2015-07-25 23:38:25,129,26.9826979637,0,346.092200
2015-07-25 23:38:26,410,28.2628529072,0,345.870000
2015-07-25 23:38:27,561,29.4146900177,0,345.643400
2015-07-25 23:38:28,457,30.3106949329,0,345.417000
2015-07-25 23:38:29,609,31.4628250599,0,345.173800
2015-07-25 23:38:30,762,32.6150510311,0,344.947200
2015-07-25 23:38:31,274,33.1269178391,0,344.732200
2015-07-25 23:38:32,554,34.4068188667,1,404.471000
2015-07-25 23:38:32,810,34.6629428864,0,344.462200
2015-07-25 23:38:33,065,34.9187920094,1,404.697400
2015-07-25 23:38:33,705,35.5586979389,0,344.203200
2015-07-25 23:38:33,738,35.5908508301,1,404.924400
2015-07-25 23:38:33,865,35.7185430527,0,344.434400
2015-07-25 23:38:34,217,36.0707838535,1,405.151000
2015-07-25 23:38:34,377,36.2306129932,0,344.208000
2015-07-25 23:38:35,561,37.414700985,0,343.949200
2015-07-25 23:38:35,658,37.5109658241,1,404.892200
2015-07-25 23:38:36,905,38.7587280273,0,343.690800
2015-07-25 23:38:36,906,38.7593679428,1,404.633200
2015-07-25 23:38:38,377,40.2306950092,0,343.420200
2015-07-25 23:38:40,042,41.8949229717,0,343.209800
2015-07-25 23:38:40,809,42.6628139019,0,342.967200
2015-07-25 23:38:42,185,44.0387659073,0,342.744800
2015-07-25 23:38:42,186,44.039331913,1,404.896400
2015-07-25 23:38:42,697,44.5507760048,1,405.139400
2015-07-25 23:38:42,825,44.678689003,1,404.876200
2015-07-25 23:38:43,241,45.0946688652,0,342.529800
2015-07-25 23:38:44,425,46.2787649632,0,342.314800
2015-07-25 23:38:44,650,46.5028278828,1,405.151000
